ID;اسم الفرع / المنفذ;نوع المرفق;العنوان;رابط الاتجاهات;خط العرض (Latitude);خط الطول (Longitude)
AZ-UF-BR-0221;كونكورد بلازا;فرع أبو عوف;شارع التسعين، التجمع الخامس كونكورد بلازا مول;https://goo.gl/maps/DZ5c5rx7bzUtnkDJ9;30.024897600;31.482588100
AZ-UF-BR-0222;لوران;فرع أبو عوف;212 عبدالسلام عارف بين ترام لوران وثروت;https://maps.app.goo.gl/aRWX3SKLgCwTVfL79;31.248751500;29.970367800
AZ-UF-BR-0223;لولو ماركت - هيليوبوليس;فرع أبو عوف;مول لولو ديستريكت-وادي دجلة بعد بنزينة وطنية;https://goo.gl/maps/GeCYYoKvbGXBM4sE7;30.091003000;31.380789700
AZ-UF-BR-0224;لولو ماركت-القاهرة الجديدة;فرع أبو عوف;التجمع الاول مول لولو ماركت بجوار اكاديميه الشركه الدور الاول;https://goo.gl/maps/3hyfFLWgvHtgtBWF9;30.053367900;31.430756900
AZ-UF-BR-0225;ليك فيو;فرع أبو عوف;شارع التسعين، خلف مستشفى القوات الجويه التجمع الخامس;https://goo.gl/maps/TjutLCT46KNRJBsW6;30.019505800;31.435990900
AZ-UF-BR-0226;ليك هاوس;فرع أبو عوف;ليك هاوس شارع التسعين بجوار فندق دوسيد داخل نادى ليك هاوس;https://goo.gl/maps/aCDviJhqmrHgzXqj7;30.024044000;31.454475400
AZ-UF-BR-0227;متحف الحضارة;فرع أبو عوف;متحف الحضارة - الفسطاط;https://maps.app.goo.gl/Kh6HwDatBpo4xtTa9;30.004722000;31.248324000
AZ-UF-BR-0228;مترو ماركت - لوران;منفذ بيع;25 الفريق إسماعيل سرهنك، سان ستفانو، قسم ثان الرمل، محافظة الإسكندرية;https://maps.app.goo.gl/zgj8NHraiHXop3mu5;30.185881900;31.729765600
AZ-UF-BR-0229;مترو ماركت -الشيخ زايد;منفذ بيع;الشيخ زايد - مدخل بالم هيلز;https://goo.gl/maps/nKaGpVpGVKXvocdy9;30.018313300;31.009812600
AZ-UF-BR-0230;مترو ماركت -شارع النادي الاهلي;منفذ بيع;84 حسن مأمون، المنطقة السادسة،شارع النادي الاهلي, مدينة نصر;https://goo.gl/maps/ibr5k1hsfwyyZXbq5;30.067806500;31.356530800
AZ-UF-BR-0231;مترو ماركت – الرحاب;منفذ بيع;مول الرحاب -الدور الارضي-شارع طلعت مصطفي;https://goo.gl/maps/7unXh2dT6mU8M31Q9;30.061666700;31.481666700
AZ-UF-BR-0232;مترو ماركت – الياسمين;منفذ بيع;مشروع لا سيتى - الحى الثامن، قسم أول 6 أكتوبر;https://goo.gl/maps/YW9ZezWGwHJ8C3Fh7;29.981714100;30.996692400
AZ-UF-BR-0233;مترو ماركت زيزينيا;منفذ بيع;طريق الحرية 601 - شارع ابو قير - بجوار شركة الاسكندرية لتوزيع الكهرباء - بجوار صيدلية العزبى;https://maps.app.goo.gl/bsEzCSkgirbLyNjE7;30.645213100;32.328362100
AZ-UF-BR-0234;مترو ماركت- جنينه مول;منفذ بيع;6 شارع البطراوي خلف جنينة مول، مدينة نصر;https://goo.gl/maps/ngYEA4fk8mYRYz1X7;30.060379300;31.330793600
AZ-UF-BR-0235;مترو ماركت-الدقي;فرع أبو عوف;5 شارع المساحة، متفرع من ميدان المساحة، قريب من المدرسة الالمانية الانجيلية الثانوية بالقاهرة الدقي ، الجيزة;https://goo.gl/maps/qPspMLZNPm1MwZSS9;30.031983100;31.213658700
AZ-UF-BR-0236;مترو ماركت-الكوربة;منفذ بيع;17 شارع الأهرام، أمام سينما نورماندى , الكوربة;https://goo.gl/maps/PfzRCZBsfqWScjW87;30.091313700;31.322188100
AZ-UF-BR-0237;مترو ماركت-الكوربة;منفذ بيع;17 شارع الأهرام، أمام سينما نورماندى , الكوربة;https://maps.app.goo.gl/Q7vhuuwMsdtVpo889;30.091313600;31.322188000
AZ-UF-BR-0238;مترو ماركت-المعادي;منفذ بيع;53 طريق مصر حلوان الزراعي، المعادي.;https://goo.gl/maps/S5GeHJFNGnqJkhw69;29.965196100;31.248746200
AZ-UF-BR-0239;مترو ماركت-المقطم;فرع أبو عوف;المقطم 16 ش 9 ميدان النافورة المقطم, القاهرة امام البنك الاهلى المصرى;https://goo.gl/maps/yDxBR4RZXMhLJw8X8;30.014816500;31.280953900
AZ-UF-BR-0240;مترو ماركت-الهرم;منفذ بيع;١١٢ أ شارع العريش، الهرم,الجيزة;https://goo.gl/maps/JmydEHQUoozuvBvA8;29.994696400;31.159971300
AZ-UF-BR-0241;مترو ماركت-بانوراما مول;منفذ بيع;بداخل بانوراما الشروق مول مدينة الشروق ، القاهرة الجديدة;https://goo.gl/maps/1E5CmFJsmkEng2QX8;30.136752700;31.613153500
AZ-UF-BR-0242;مترو ماركت-جامعة الدول;منفذ بيع;28 شارع جامعه الدول أمام كوستا كافيه -المهندسين;https://goo.gl/maps/S2WUPgvrk6t3o5gFA;30.056515300;31.205204900
AZ-UF-BR-0243;مترو ماركت-جامعة القاهرة;منفذ بيع;مترو ماركت، جامعة القاهرة، الجيزة;https://goo.gl/maps/HYsM6fHBCpQHD5Pz6;30.028294500;31.217047000
AZ-UF-BR-0244;مترو ماركت-روكسي;منفذ بيع;18شارع الخليفة المأمون، منشية البكري ‬;https://goo.gl/maps/ZwDZ33Zw1CN4V7p96;30.087008900;31.303376700
AZ-UF-BR-0245;مترو ماركت-روكسي;منفذ بيع;18شارع الخليفة المأمون، منشية البكري;https://maps.app.goo.gl/dNCbvm9bXqNdUqEN9;30.086995300;31.303377400
AZ-UF-BR-0246;مترو ماركت-سموحه;منفذ بيع;شارع ألبرت الاول - داخل مترو ماركت - امام مستشفى بيت النعمه.;https://goo.gl/maps/H88SynSgtL67ACm1A;31.214933600;29.939410500
AZ-UF-BR-0247;مترو ماركت-شيراتون الغردقة;منفذ بيع;ِِِش شيراتون، سقالة، الغردقة، البحر الأحمر;https://goo.gl/maps/iST2WzEKqgM6pe7k9;27.214839200;33.838961900
AZ-UF-BR-0248;محطة الرمل;منفذ بيع;شارع القائد ابراهيم - منطقة جراج الخالدين - المنطقه المركزيه - محطة الرمل;https://goo.gl/maps/PnJFra3aZMbaXh6S6;31.203070100;29.902761500
AZ-UF-BR-0249;محطة مترو عدلي منصور;منفذ بيع;محطه عدلي منصور المركزيه موقف العاشر داخل المحطة;https://goo.gl/maps/cCoGeE3rBNz1in5k6;30.147076000;31.421225000
AZ-UF-BR-0250;محطة مصر 1;منفذ بيع;محطة مصر ,ميدان رمسيس، الفجالة، الأزبكية، محافظة القاهرة‬;https://goo.gl/maps/xCpugxzkiTpMLg189;30.063229900;31.246936900
AZ-UF-BR-0251;محطة مصر 2;منفذ بيع;محطة مصر ,ميدان رمسيس، الفجالة، الأزبكية، محافظة القاهرة‬ أمام المحطة;https://goo.gl/maps/xCpugxzkiTpMLg189;30.063229900;31.246936900
AZ-UF-BR-0252;مدينتى;فرع أبو عوف;طريق مدينتي امام كارفور;https://goo.gl/maps/37Trn15YFRUAPmbL8;30.106601000;31.628497000
AZ-UF-BR-0253;مدينتي - كرافت زون;فرع أبو عوف;الكرافت زون , مدينتي - القاهرة الجديدة;https://goo.gl/maps/U9wUDiDNgE9tmY1J9;30.072809200;31.669313400
AZ-UF-BR-0254;مدينتي فود هول;فرع أبو عوف;مول اوبن اير-مبني F;https://maps.app.goo.gl/Pm5vHeCrZzbdhYqNA;30.106239300;31.626020400
AZ-UF-BR-0255;مراسي -M Porium;فرع أبو عوف;مول  M Porium - امام منطقة سيدي عبدالرحمن;https://maps.app.goo.gl/h1gzUUy2YxDJvZBy9;30.971519700;28.740525500
AZ-UF-BR-0256;مرشدي دجله فيو;فرع أبو عوف;الهضبه الوسطى شارع صلاح الدين بوابه B31 امام كارفور و فرع اديداس;https://maps.app.goo.gl/mYUn1PgKxC12mZjXA;29.985546200;31.322217900
AZ-UF-BR-0257;مرشدي وان قطاميه;فرع أبو عوف;وان قطامية - مجمع المرشدى - ميدان محمد زكى - مبنى 214;https://maps.app.goo.gl/akdvbWgJtGTUUg7S8;29.981042600;31.356396700
AZ-UF-BR-0258;مستشفي النزهة;فرع أبو عوف;9 شارع الرشيدي شيراتون - مستشفى النزهة الدولى;https://maps.app.goo.gl/2Qo5NGqZTwnkprTM7;30.100118600;31.372627300
AZ-UF-BR-0259;مستشفي رفيدة;منفذ بيع;داخل مستشفي رفيدة- 27محور كريزي واتر مدخل2;https://www.google.com/maps/place/Rofayda+Maternity/@30.0219799,31.0066168,193m/data=!3m1!1e3!4m10!1m2!2m1!1z2YXYs9iq2LTZgdmKINix2YjZgdmK2K_Ypw!3m6!1s0x14585a12436daa17:0xf9bd1d1974912bb3!8m2!3d30.0219799!4d31.0066168!15sChnZhdiz2KrYtNmB2Yog2LHZiNmB2YrYr9inkgESbWF0ZXJuaXR5X2hvc3BpdGFs4AEA!16sg11c1s3glcr?entry=ttu&g_ep=EgoyMDI0MDkwNC4wIKXMDSoASAFQAw;30.021979900;31.006616800
AZ-UF-BR-0260;مصطفي النحاس;فرع أبو عوف;16مصطفي النحاس، المنطقة السادسة، مدينة نصر بجوار بيتزا بريموس;https://maps.app.goo.gl/aqhY9D6EQBktMzM67;30.054143200;31.341649400
AZ-UF-BR-0261;مطار القاهرة T1;منفذ بيع;مطار 1 القديم;https://goo.gl/maps/q3bVw53xkvkSTyVY6;30.128277800;31.402527800
AZ-UF-BR-0262;مطار القاهرة T2;فرع أبو عوف;المطار الجديد صالة 2;https://goo.gl/maps/acYTr6K66V12g5gV7;30.111611100;31.402388900
AZ-UF-BR-0263;مطار القاهرة T2-G;منفذ بيع;مطار سفر٢ -امام الجراج المتعدد;https://maps.app.goo.gl/2yj2q8Lvr3SYtuPr7;30.114269300;31.402261700
AZ-UF-BR-0264;مطار القاهرة T3-F;منفذ بيع;المطار الجديد 3 - ممر F;https://goo.gl/maps/dwB7C6nbsmmdHup27;30.110381700;31.398698100
AZ-UF-BR-0265;مطار القاهرة T3-G;منفذ بيع;مطار 3 الجديد - ممر G;https://goo.gl/maps/LNAnfYghUxvz4DKa7;30.109861100;31.389972200
AZ-UF-BR-0266;مكرم عبيد;فرع أبو عوف;90 شارع مكرم عبيد، مدينة نصر بجوار كافيه بينوس;https://goo.gl/maps/eDkUf1DMsP2pevNm6;30.065665000;31.344187000
AZ-UF-BR-0267;مهندسين أسوان;فرع أبو عوف;11 شارع الجزائر ، ميدان أسوان;https://goo.gl/maps/YDHh4LmA7Ppbf9R46;30.056696400;31.207496200
AZ-UF-BR-0268;مول أسوان;فرع أبو عوف;شارع سعد زغلول بجوار محطه قطار أسوان في سكاي مول;https://maps.app.goo.gl/UDdtgsT1KGZhaHDS6;24.098882700;32.901565600
AZ-UF-BR-0269;مول الباتروس;فرع أبو عوف;مول الباتروس من جهة الباركينج - شارع طرح البحر;https://goo.gl/maps/bPgPyXyNkSFMu6q69;31.270055800;32.306831400
AZ-UF-BR-0270;مول العرب;فرع أبو عوف;ميدان جهينه - 6 أكتوبر – بوابه 2;https://goo.gl/maps/AF67GBxqRRR6Zt9q9;30.005269400;30.973254700
AZ-UF-BR-0271;مول العرب (الفود كورت);فرع أبو عوف;بداخل مول العرب في منطقة الفود كورت، ميدان جهينه، 6 أكتوبر، بوابه 2;https://goo.gl/maps/AF67GBxqRRR6Zt9q9;30.005269400;30.973254700
AZ-UF-BR-0272;مول جوباص-شرم الشيخ;فرع أبو عوف;حي النور بجوار مستشفي شرم الشيخ الدولي;https://goo.gl/maps/eSTJtpUXcZCCSRow6;27.883146800;34.301994800
AZ-UF-BR-0273;مول سيكستي ووك;فرع أبو عوف;العاصمه الاداريه الحي الحكومي بجوار وزارة المالية مول سيكستي;https://maps.app.goo.gl/apP5cMxSoHVr6bAo7;30.011760100;31.739543100
AZ-UF-BR-0274;مول شرم الشيخ;فرع أبو عوف;كيلوباترا مول شرم الشيخ;https://maps.app.goo.gl/MhCkHKXp8sW4z7db8;27.883243400;34.301880800
AZ-UF-BR-0275;مول طنطا;فرع أبو عوف;مول طنطا بالمنطقة اللوجيستيه بسبرباي الدور التانى;https://goo.gl/maps/scwAqBEU8bTGyRTL9;30.841323500;31.017794600
AZ-UF-BR-0276;مول مصر;فرع أبو عوف;مول مصر، بجوار مجمع المطاعم , مدينة السادس من أكتوبر;https://goo.gl/maps/xHzLPjVPxNDt5p7MA;29.972139300;31.017219700
AZ-UF-BR-0277;ميامي;فرع أبو عوف;برج نفرتيتى - تقاطع جمال عبد الناصر مع اسكندر ابراهيم - ميامي الحديقة الاولى برج نفرتيتى - تقاطع جمال عبد الناصر مع اسكندر ابراهيم - امام الاكاديميه العربيه و ماكدونالدز;https://goo.gl/maps/VSMy9i2YHJTbxPcH9;31.265110000;29.997222900
AZ-UF-BR-0278;ميدان التحرير;فرع أبو عوف;15 ميدان التحرير - بجوار KFC;https://maps.app.goo.gl/UHJU94AehnqqsLqx5;30.045583000;31.235549000
AZ-UF-BR-0279;ميدان سوهو-شرم الشيخ;فرع أبو عوف;سوهو مول داخل سوهو سكوار أمام فندق ساڤو;https://g.page/SOHO-Square-Sharm?share;27.962727900;34.393915000
AZ-UF-BR-0280;ميدان لبنان;فرع أبو عوف;53 شارع لبنان بجوار لابوار و H&M و أمام بنك الأستثمار العربى;https://maps.app.goo.gl/DbfrpmWC9XNvTkGv5;30.058500000;31.194055600
AZ-UF-BR-0281;ميفيدا;فرع أبو عوف;التجمع الخامس بعد الجامعه الامريكيه , صينيه النادي داخل كومبوند ميفيدا;https://goo.gl/maps/W5wAKE9HK9nkw5fY6;30.007466800;31.536321000
AZ-UF-BR-0282;نادي الرحاب;فرع أبو عوف;بوابة 8 - نادي الرحاب - بجوار الكيدز اريا;https://maps.app.goo.gl/hyuGKGy5emx1fwMR8;30.064847753;31.491691673
AZ-UF-BR-0283;نادي الزمالك - تو جو;فرع أبو عوف;نادي الزمالك بوابة 2 داخل النادي;https://maps.app.goo.gl/wZXfejNJtxo7Jwop7;30.060633200;31.204958200
AZ-UF-BR-0284;نادي الشمس;فرع أبو عوف;نادى الشمس بوابه ١;https://maps.app.goo.gl/eWXQp6yEvfP7DVFT7;30.119166700;31.349444400
AZ-UF-BR-0285;نادي الصيد;فرع أبو عوف;20 نادي الصيد بجوار بنك اسكندرية - وبعد حلوانى الدمياطى;https://maps.app.goo.gl/EFNydWS3JTYpA1Nz9;30.043111100;31.203055600
AZ-UF-BR-0286;نادي سموحة;فرع أبو عوف;17-19 فيكتور ايمانويل الثالث ، امام البوابة الرئيسية لنادي سموحه;https://maps.app.goo.gl/sRhqkreXxK7YXgGZA;31.216444400;29.946083300
AZ-UF-BR-0287;نادي وادي دجلة-اسيوط;فرع أبو عوف;نادي وادي دجلة الطريق الصحراوى الشرقي اول اسيوط الجديدة;https://maps.app.goo.gl/Tpvc2tVfLn1YaiPAA;27.264027300;31.271632500
AZ-UF-BR-0288;نادي وادي دجلة-طنطا;فرع أبو عوف;طنطا الجلاء بجوار مساكن السلام نادى وادى دجلة بداخل النادى;https://maps.app.goo.gl/oX1sZXnr5K36GuPn7;30.769086200;31.015510100
AZ-UF-BR-0289;نجمة هليوبوليس - شيراتون;منفذ بيع;ماركت جمال سلامه بجانب مرور النزهه - شيراتون;https://goo.gl/maps/sKcGtVEQjMbaUdHP8;30.098235500;31.381610100
AZ-UF-BR-0290;نجمة هليوبوليس - ميدان الجامع;منفذ بيع;5 شارع الرمله، البستان، قسم مصر الجديدة، محافظة القاهرة‬;https://goo.gl/maps/RPTeZwdiEZ9x8q1B8;30.095504200;31.328967900
AZ-UF-BR-0291;نجمه هليوبوليس;منفذ بيع;Star of Heliopolis (Gamal Salama) Mohamed Naguib Axis;https://maps.app.goo.gl/qfcBCgXbxRdEoeSYA;29.986305600;31.530138900
AZ-UF-BR-0292;نيو جيزة;فرع أبو عوف;نادى نيو جيزة الجديد - طريق مصر أسكندرية الصحراوى - خلف حازم حسن - 6 أكتوبر;https://goo.gl/maps/KJ8rPUD1TNhqxemY9;30.005223500;31.065806300
AZ-UF-BR-0293;هاسيندا باي;فرع أبو عوف;هاسيندا باي بجانب مترو ماركت - بجوار مكتب كهرباء هاسيندا باي;https://maps.app.goo.gl/sHARR6J9rFxCTnrG9;30.937768900;28.787571000
AZ-UF-BR-0294;هايبر وان -أكتوبر(1);فرع أبو عوف;مدخل زايد 1 بجوار موقف السيارات الكبير، هايبر وان، السادس من أكتوبر، الجيزة;https://goo.gl/maps/2fNbYcyLNCeYT5L86;30.030221200;31.021222700
AZ-UF-BR-0295;هايبر وان -أكتوبر(2);فرع أبو عوف;مدخل زايد 1، بجانب موقف السيارات الصغير, هايبر وان، السادس من أكتوبر، الجيزة;https://goo.gl/maps/DyarWYbospHCv4B46;30.030221200;31.021222700
AZ-UF-BR-0296;هايبر وان -أكتوبر(3);منفذ بيع;مدخل زايد ، داخل هايبر وان، السادس من أكتوبر، الجيزة;https://goo.gl/maps/Liu5We4PBj5Y5w6R8;30.030221200;31.021222700
AZ-UF-BR-0297;هايبرالعاشر من رمضان;فرع أبو عوف;طريق مصر-الإسماعيليه الصحراوي كيلو 52 , مدينة العاشر من رمضان , الشرقية;https://goo.gl/maps/Eu3oGaZ3JrgpSLfe9;30.242408000;31.725916000
AZ-UF-BR-0298;هايبروان-السلمانية 1;فرع أبو عوف;هايبر 1 السلمانية، طريق الصحراوي;https://goo.gl/maps/3tKtxmL3dhP3HNda9;30.162757600;30.820398400
AZ-UF-BR-0299;هايبروان-السلمانية 2;فرع أبو عوف;هايبر 1 السلمانية، طريق الصحراوي;https://goo.gl/maps/XQ9qLD5gD6hWBF4W9;30.162757600;30.820398400
AZ-UF-BR-0300;هضبة الأهرام;فرع أبو عوف;عماره ٤١٣ ن شارع الجيش البوابه الرابعة حدائق الأهرام بجوار فرع فودافون;https://maps.app.goo.gl/s37kof3FLGMDKD6RA;29.965484600;31.095750300
AZ-UF-BR-0301;وادى دجلة;فرع أبو عوف;طريق القبارى السريع غيط العنب شرق نادي وادي دجلة;https://www.google.com/maps?q=31.175042,29.9124385&z=17&hl=ar;31.175042000;29.912438500
AZ-UF-BR-0302;وادى دجلة - التجمع;فرع أبو عوف;كومبوند النخيل - التجمع الاول - نادى وادى دجلة - منطقة التنس;https://www.abuauf.com/branches;30.054240000;31.450420000
AZ-UF-BR-0303;وادى دجلة اكتوبر;فرع أبو عوف;وادي دجلة اكتوبر ع طريق الواحات بجوار مول مصر - وعلي دخلة جهينة;https://maps.app.goo.gl/7dR3vQjQcwDu4VwF7;29.975610500;31.007615100
AZ-UF-BR-0304;وادي دجلة اكتوبر 2;فرع أبو عوف;6اكتوبر الحي الاول- نادي وادي دجله 2 - بجوار محطه اتوبيس مصر;https://maps.app.goo.gl/6fe2UH9E1ghRr2Ea8;29.965258700;30.964861900
AZ-UF-BR-0305;وادي دجلة المعادي;فرع أبو عوف;الشطر الرابع زهراء المعادي قريب من المسجد الكويتي داخل النادي بوابة 4;https://maps.app.goo.gl/osbhsb4jPVThDyZR7;29.957666700;31.312916700
AZ-UF-BR-0306;وادي دجلة المنيا;فرع أبو عوف;المنيا الجديدة نادي وادي دجلة;https://maps.app.goo.gl/r9WmDMV8HsC9x5Ai7;28.103977000;30.807828300
AZ-UF-BR-0307;وادي دجلة دمياط;فرع أبو عوف;دمياط الجديده _ المجاوره 27 نادي وادي دجله - امام كيدز اريا و ‎La Doreeحلواني‎;https://maps.app.goo.gl/ocAL15orSeRm83Xz6;31.441881700;31.666545900
AZ-UF-BR-0308;واك أوف كايرو-الشيخ زايد;فرع أبو عوف;الكيلو 38 مصر إسكندرية الصحرواي بجوار بوابة سوديك - مول Walk Of Cairo;https://goo.gl/maps/wkb3PA73h7Rw7z6Q7;30.077308000;30.951686900
AZ-UF-BR-0309;وطنية - الرحاب;فرع أبو عوف;أمام بوابة 1 الرحاب - محور تحرير القاهرة;https://goo.gl/maps/sA5ikk1JVTHkai2b9;30.044425800;31.495927700
AZ-UF-BR-0310;وطنية - المعادي;فرع أبو عوف;طريق صقر قريش امام بنك مصر متفرع من شارع النصر بجوار المعونة الأمريكية و ماكدونالدز;https://maps.app.goo.gl/XfSSSiQYn3UjNxXL6;29.975716900;31.290247000
AZ-UF-BR-0311;وكالة المنصورة-شارع الترعة;منفذ بيع;شارع الترعة بجوار ميدان الشيماء ,المنصورة;https://goo.gl/maps/Nedv2CKj3T5tPVUU7;31.035569300;31.366712400
AZ-UF-BR-0312;وكالة المنصورة-شارع الترعة;فرع أبو عوف;شارع الترعة بجوار ميدان الشيماء ,المنصورة;https://goo.gl/maps/3aV4GEvCDDG3vHdN7;31.035569000;31.366712200
AZ-UF-BR-0313;وكالة المنصورة-شارع قناة السويس;منفذ بيع;شارع قناة السويس , برج الميريلاند ,المنصورة;https://goo.gl/maps/juiqmqmrA9ran2Lt7;31.051974000;31.401315600
AZ-UF-BR-0314;District 5 مول;فرع أبو عوف;مول district 5 طريق العين السخنة-المنطقة الصناعية;https://maps.app.goo.gl/RAsQs8hgjBAGEewk8;29.972916700;31.455472200
